ID,SALER,CODE,PRICE,CURRENCY,REFERENCE NUMBER,TIME
51,klook,209445574535686,500.00,FJD,f481b0065d5d42b664d90c5b318a3d4b,2020-03-12T14:52:13.64Z
52,klook,996825281253488,500.00,FJD,c574ae393a8d47b8444c29a8d9e18c47,2020-03-12T14:52:13.64Z
53,klook,631883689138364,500.00,FJD,0a7f98e830294658421c51939a0e7ee0,2020-03-12T14:52:13.64Z
54,klook,287142036262570,500.00,FJD,ce2c04fa30c848236a5e4b1b3f4dc281,2020-03-12T14:52:13.64Z
55,klook,846020819393987,500.00,FJD,4839a6111c79415a45f404ceac212d32,2020-03-12T14:52:13.64Z
56,klook,773738571434715,500.00,FJD,afc70584566d437d6a17cc6fdefcacc0,2020-03-12T14:52:13.64Z
57,klook,740286239801076,500.00,FJD,3f9f1bebdee94db65b4cd5d4e345c096,2020-03-12T14:52:13.64Z
58,klook,281603223410096,500.00,FJD,f1d3caf669124821565c7441828e125d,2020-03-12T14:52:13.64Z
59,klook,615263445208313,500.00,FJD,3a7eca8616f7435b57861c65e0e7d291,2020-03-12T14:52:13.64Z
60,klook,633941571407532,500.00,FJD,a4fee532893d4b5359f97fb9da40fdbd,2020-03-12T14:52:13.64Z
61,klook,809117470380571,500.00,FJD,9e82351145d248ed693ae574a3684450,2020-03-12T14:52:13.64Z
62,klook,945920765859524,500.00,FJD,cd7e9bf21fcd49ef470bd5b666c5a173,2020-03-12T14:52:13.64Z
63,klook,115344618736301,500.00,FJD,ecc5936f921e40686ae7553d14436864,2020-03-12T14:52:13.64Z
64,klook,865277626878434,500.00,FJD,e33f2fba29334d2044163f25561c01d4,2020-03-12T14:52:13.64Z
65,klook,378469270446052,500.00,FJD,043f54aa5eec4e6069f77eca7d30ead8,2020-03-12T14:52:13.64Z
66,klook,957344415800141,500.00,FJD,b20398ca02c94edf4faea6531700c274,2020-03-12T14:52:13.64Z
67,klook,716592845692534,500.00,FJD,1a70e0ae89734efa57a8fd80bf9f4a04,2020-03-12T14:52:13.64Z
68,klook,362162434118460,500.00,FJD,b850757212704ea143f48b1a1939de5c,2020-03-12T14:52:13.64Z
69,klook,937631838098064,500.00,FJD,9fb156f0c41d4fb1447651e7f8931cfb,2020-03-12T14:52:13.64Z
70,klook,836434252308134,500.00,FJD,cde2cf86bfd3436e65f6e806ab7218d8,2020-03-12T14:52:13.64Z
71,klook,160252569632552,500.00,FJD,d63115c99e21464643adc0afe363310e,2020-03-12T14:52:13.64Z
72,klook,363321600931570,500.00,FJD,709b79cf0c214a3f4af2a78182cf68a4,2020-03-12T14:52:13.64Z
73,klook,792657352970819,500.00,FJD,4f5afb99acf241136913ec8cd4f647c4,2020-03-12T14:52:13.64Z
74,klook,710434790599132,500.00,FJD,610ad5f9c3524d1d7b437d3bd7749c11,2020-03-12T14:52:13.64Z
75,klook,229390252854142,500.00,FJD,2f2c0db520d3468d5f5f2934d7122575,2020-03-12T14:52:13.64Z
76,klook,519583176128031,500.00,FJD,839786ed809940737e534f9909c96cd7,2020-03-12T14:52:13.64Z
77,klook,824796869939382,500.00,FJD,c5b76dd86c6d49ca57842ad3ccfb0468,2020-03-12T14:52:13.64Z
78,klook,482021650404930,500.00,FJD,332c56c622d642c77f36488d1e2bb7a1,2020-03-12T14:52:13.64Z
79,klook,144724112234027,500.00,FJD,1a2a3f9417af412e4f8b2b59ec75f083,2020-03-12T14:52:13.64Z
80,klook,962917496557258,500.00,FJD,cab8a03f66894e1376a0a03a60400140,2020-03-12T14:52:13.64Z
81,klook,293083888118231,500.00,FJD,ebcbe2466fc74dc37339cb505f9c6891,2020-03-12T14:52:13.64Z
82,klook,264125890833283,500.00,FJD,4a00706802374a5c6ca0431a87b3bb08,2020-03-12T14:52:13.64Z
83,klook,755824551143631,500.00,FJD,aecf0fd4cdf04d0f61a20e2affbef0fd,2020-03-12T14:52:13.64Z
84,klook,677234192953979,500.00,FJD,52b1e18f62054c7e49ebb585a5a15204,2020-03-12T14:52:13.64Z
85,klook,635624802871898,500.00,FJD,200ae29138b543fc6459b08b8567a42e,2020-03-12T14:52:13.64Z
86,klook,869133825636187,500.00,FJD,da0fd587ca5d4c5d6c817402c7863137,2020-03-12T14:52:13.64Z
87,klook,949754513893136,500.00,FJD,6c6dbc237df64c6a73735447948bee48,2020-03-12T14:52:13.64Z
88,klook,437754576768611,500.00,FJD,f2a137557b5842656e366a73b29a22e7,2020-03-12T14:52:13.64Z
89,klook,129430937689066,500.00,FJD,3b70ffc00d0a4e05408a1339d2bd9682,2020-03-12T14:52:13.64Z
90,klook,245226719872172,500.00,FJD,9b19402f5011437460178b326f2378d8,2020-03-12T14:52:13.64Z
91,klook,294851673346121,500.00,FJD,be774718b1d94a31779057b1c1d9a9df,2020-03-12T14:52:13.64Z
92,klook,414158699295118,500.00,FJD,a3e96bcf87b74e4e576dd9939b3e7561,2020-03-12T14:52:13.64Z
93,klook,747234730295092,500.00,FJD,21985f5ded6f4f5379dda5deb065c2bf,2020-03-12T14:52:13.64Z
94,klook,306780738842525,500.00,FJD,9f28e2c6300f45c15a8be55f302e2806,2020-03-12T14:52:13.64Z
95,klook,142172621711634,500.00,FJD,2a20719b6a4940824f9b29b80e21ed33,2020-03-12T14:52:13.64Z
96,klook,668859117202967,500.00,FJD,fc92e8f95fe34f9360b6a1f5e44de174,2020-03-12T14:52:13.64Z
97,klook,934667367186175,500.00,FJD,e38fdbbbaedc4e58528a635c6ab4e197,2020-03-12T14:52:13.64Z
98,klook,959416708444798,500.00,FJD,8baef996d4e940a949fe361030144085,2020-03-12T14:52:13.64Z
99,klook,993456549350391,500.00,FJD,ed82ee3c63b94674647e24f07e11d5c9,2020-03-12T14:52:13.64Z
100,klook,479965827349505,500.00,FJD,69c95594ff64438151c938881c554123,2020-03-12T14:52:13.64Z
101,klook,984093978082590,500.00,FJD,815a40e95ac749b251ad8370ae8c485a,2020-03-12T14:52:13.64Z
102,klook,158819125812563,500.00,FJD,c613202d2d3c4e82416a9178fc4fb11f,2020-03-12T14:52:13.64Z
103,klook,993599423132773,500.00,FJD,0bacb0a45cac49304a1b77a58af65cfa,2020-03-12T14:52:13.64Z
104,klook,184427460258146,500.00,FJD,66bcc126f5d4440a54f97e7896f66480,2020-03-12T14:52:13.64Z
105,klook,964091930393662,500.00,FJD,7113d6808e6b4fde4020e1e336609e18,2020-03-12T14:52:13.64Z
106,klook,210996729916142,500.00,FJD,43f95c6331c045ab76e6dd456e5b1751,2020-03-12T14:52:13.64Z
107,klook,732660527211899,500.00,FJD,632a32393ba4494b6dfcc777fba2ca3d,2020-03-12T14:52:13.64Z
108,klook,730008616726020,500.00,FJD,4fcdda4234ae46b7407b47b92b4bb8d5,2020-03-12T14:52:13.64Z
109,klook,950594530247595,500.00,FJD,26c9ea6cff8740f6648952707ceccbb3,2020-03-12T14:52:13.64Z
110,klook,763058002160376,500.00,FJD,4d4d9bffb54d45d95183af0c972bee28,2020-03-12T14:52:13.64Z
111,klook,571947024501131,500.00,FJD,a5cdce603b20469d72b363fb9c5c2f54,2020-03-12T14:52:13.64Z
112,klook,656349107996161,500.00,FJD,db2f36507d02414a41aa6d7136d6284d,2020-03-12T14:52:13.64Z
113,klook,828905529053943,500.00,FJD,887fae626b5f493168fc4b7e188672b6,2020-03-12T14:52:13.64Z
114,klook,655877698712937,500.00,FJD,3d7d418710f44cb66792eb06b25bcdb1,2020-03-12T14:52:13.64Z
115,klook,169924188823484,500.00,FJD,a7cf364b129b4e125e8df5171ef037cb,2020-03-12T14:52:13.64Z
116,klook,507771533781643,500.00,FJD,8d30ab5ea27340aa4dc172b677269b70,2020-03-12T14:52:13.64Z
117,klook,528460782781858,500.00,FJD,1901d5aa29454c7d4a8e1388bb66b676,2020-03-12T14:52:13.64Z
118,klook,532942509784476,500.00,FJD,4430f040ddd643834fa261a4ce25e954,2020-03-12T14:52:13.64Z
119,klook,949537589451465,500.00,FJD,8f3dc91b2fa0476f56c51fcb448076e2,2020-03-12T14:52:13.64Z
120,klook,344131177839330,500.00,FJD,0885e25be53a4dae6dd55ea40365d7ff,2020-03-12T14:52:13.64Z
121,klook,855775863491664,500.00,FJD,e6c3b078058b48a24f7257b3f8794362,2020-03-12T14:52:13.64Z
122,klook,680664657049074,500.00,FJD,797f2f63247d4c4e7ba4145659cdc75c,2020-03-12T14:52:13.64Z
123,klook,924003296290220,500.00,FJD,f4962350d8394d0667255c15e211132e,2020-03-12T14:52:13.64Z
124,klook,675879266464692,500.00,FJD,2262d1df0fda4e3463941d031d52c7c8,2020-03-12T14:52:13.64Z
125,klook,229980607208891,500.00,FJD,f61a91913ed4408749dd43f4a938389b,2020-03-12T14:52:13.64Z
126,klook,815341238895359,500.00,FJD,e9293cd09632493c470333086b280d8f,2020-03-12T14:52:13.64Z
127,klook,788335542863390,500.00,FJD,7ab03cc809e541ec5b94acff6cc2ad0f,2020-03-12T14:52:13.64Z
128,klook,458722180652212,500.00,FJD,656eaf92bc9042e5481688efe5575559,2020-03-12T14:52:13.64Z
129,klook,901423904179544,500.00,FJD,3a683a33d0f7445f45b7ab0a5f55d2b8,2020-03-12T14:52:13.64Z
130,klook,218076823169265,500.00,FJD,5117eaf71f284c20542770c4a103de9d,2020-03-12T14:52:13.64Z
131,klook,754715861145328,500.00,FJD,cddf3b05417046a763748fe792a46a6e,2020-03-12T14:52:13.64Z
132,klook,759348123287561,500.00,FJD,35527cff00e644db5962eb0de104a9c8,2020-03-12T14:52:13.64Z
133,klook,960771935712474,500.00,FJD,78276850966442c549845b6cb7543b62,2020-03-12T14:52:13.64Z
134,klook,795115647818304,500.00,FJD,2fcc3a71e1874121674c609e3a9bc3b7,2020-03-12T14:52:13.64Z
135,klook,930984940724240,500.00,FJD,0eb7d505e7774aeb6c1888b3a9e2ba75,2020-03-12T14:52:13.64Z
136,klook,321367373525322,500.00,FJD,fab5d4a49e65475f714f2b7406e4498b,2020-03-12T14:52:13.64Z
137,klook,304285219562477,500.00,FJD,0137fdf686c840df72d4a8db24c0e944,2020-03-12T14:52:13.65Z
138,klook,721146522912970,500.00,FJD,9453fcaecc684ad8480d4ee93708f1eb,2020-03-12T14:52:13.65Z
139,klook,447553404176443,500.00,FJD,4247e77a86b54dd263db594eb05b18cc,2020-03-12T14:52:13.65Z
140,klook,466900472907063,500.00,FJD,ba7c6f2904344f0f6af7e683a6957f4e,2020-03-12T14:52:13.65Z
141,klook,924475921853790,500.00,FJD,e1f47e49af6c49095ff24a1902bbdbdb,2020-03-12T14:52:13.65Z
142,klook,552802877836748,500.00,FJD,15f571873195471245b66cb07d28bd5b,2020-03-12T14:52:13.65Z
143,klook,731457319763186,500.00,FJD,d3781023093f490d697ba5da49e0dce7,2020-03-12T14:52:13.65Z
144,klook,698122835803682,500.00,FJD,c9f0e4b94cf9485a4a3c18bf1f814cdb,2020-03-12T14:52:13.65Z
145,klook,894672434438761,500.00,FJD,1737f07b293744d46e65c204de9f3efe,2020-03-12T14:52:13.65Z
146,klook,820138666377079,500.00,FJD,213f52d78f4b4ec654f38f65fcd19fc9,2020-03-12T14:52:13.65Z
147,klook,203272821613127,500.00,FJD,a44378954d30433550918f838175d7e7,2020-03-12T14:52:13.65Z
148,klook,797943103391624,500.00,FJD,93621c763405485d45e4e4c882c61aca,2020-03-12T14:52:13.65Z
149,klook,740313780767733,500.00,FJD,3ba0a50ae4704d056eec485f7507bba4,2020-03-12T14:52:13.65Z
150,klook,268841521049967,500.00,FJD,d1d7d20f33af4fd15385f56f66744c55,2020-03-12T14:52:13.65Z
151,klook,714544894768588,500.00,FJD,def74e758e7745f343648c0a896125b5,2020-03-12T14:52:13.65Z
152,klook,205782034281592,500.00,FJD,0fce0aa7a5444b0a5adadb976106d8b9,2020-03-12T14:52:13.65Z
153,klook,580300419209644,500.00,FJD,8e6fc2bc59464697539d001057651a70,2020-03-12T14:52:13.65Z
154,klook,563076823459983,500.00,FJD,345ffd4759ba4fb1542e14686b2d6c56,2020-03-12T14:52:13.65Z
155,klook,401310063547180,500.00,FJD,b2c2f0d168d4414149ab6bc19efc72e9,2020-03-12T14:52:13.65Z
156,klook,150706940370405,500.00,FJD,4c922b3ec96b420376e44d7da0cadf84,2020-03-12T14:52:13.65Z
157,klook,929362647370434,500.00,FJD,85ae463658a145a37e020149049ce2a3,2020-03-12T14:52:13.65Z
158,klook,733185746162771,500.00,FJD,df66f50bcf974edd60d61fe1ca1ca6ca,2020-03-12T14:52:13.65Z
159,klook,306061863028566,500.00,FJD,b0f114c208b64eb57cbb10bf9b5be3b7,2020-03-12T14:52:13.65Z
160,klook,429587214412492,500.00,FJD,cae54bf89c5e4e98515b085e822eb962,2020-03-12T14:52:13.65Z
161,klook,357384442878625,500.00,FJD,b4aee608d29a436764ab983ad3a7835e,2020-03-12T14:52:13.65Z
162,klook,151366391516183,500.00,FJD,2746d852a59748e2433a1fac7fa00e7b,2020-03-12T14:52:13.65Z
163,klook,723603408810758,500.00,FJD,8f24f93256ba400d6176ff86f86e7c0b,2020-03-12T14:52:13.65Z
164,klook,986916397435330,500.00,FJD,9c5432826abf40d57963eaf88d6ab898,2020-03-12T14:52:13.65Z
165,klook,518193466635413,500.00,FJD,22f9d1b5ab8d4f6c48f4f9948fe72539,2020-03-12T14:52:13.65Z
166,klook,182288987820611,500.00,FJD,48648ad5136343726a20954f32a7fc0d,2020-03-12T14:52:13.65Z
167,klook,799959169276467,500.00,FJD,eec7024a26054902572e0faaebc0f97a,2020-03-12T14:52:13.65Z
168,klook,384161969746763,500.00,FJD,1f9f3672f0f64f74575a198ea2c54d48,2020-03-12T14:52:13.65Z
169,klook,787741264276824,500.00,FJD,dbe07f2671e84b07508d92e6244d2dc5,2020-03-12T14:52:13.65Z
170,klook,310278219130946,500.00,FJD,c955d85066414afe6fd59a0b89ca1ed2,2020-03-12T14:52:13.65Z
171,klook,926786447981253,500.00,FJD,5ccaf8fd33734d8843774a31423e41fa,2020-03-12T14:52:13.65Z
172,klook,837179856843520,500.00,FJD,b8fd966aab81486a7d866a77b8bd51a6,2020-03-12T14:52:13.65Z
173,klook,355518151234007,500.00,FJD,85398d9ec18f43576e16f40fe11a0256,2020-03-12T14:52:13.65Z
174,klook,589740823928626,500.00,FJD,f0e6c6432d7646547cc60a4e084fcc63,2020-03-12T14:52:13.65Z
175,klook,225046316697840,500.00,FJD,0c1628b78bc5466b7112da40fc0fd99a,2020-03-12T14:52:13.65Z
176,klook,641578869169294,500.00,FJD,f8c96a341ad44ad36743f2d2e3681ff7,2020-03-12T14:52:13.65Z
177,klook,750443428166303,500.00,FJD,742098c384504fdc450819a6a93d544d,2020-03-12T14:52:13.65Z
178,klook,188966935050292,500.00,FJD,42f1fc1ea9f14f096ef0ea6be04e7b55,2020-03-12T14:52:13.65Z
179,klook,228956605958386,500.00,FJD,c03043c80bce4e1b4dc460b45876fe84,2020-03-12T14:52:13.65Z
180,klook,916277061607633,500.00,FJD,3b8040e3fb1341166024a3ec85926f6c,2020-03-12T14:52:13.65Z
181,klook,159250319772051,500.00,FJD,041983ddbedd444a4739f41f6b22f248,2020-03-12T14:52:13.65Z
182,klook,496127320471690,500.00,FJD,b9bbd0ccc24c40954a61904c58b5208d,2020-03-12T14:52:13.65Z
183,klook,451105077863582,500.00,FJD,61d43a944c7445aa49b4cd7a4c470a65,2020-03-12T14:52:13.65Z
184,klook,984137141423656,500.00,FJD,b9dcae35ec8a41385b46f1309f68bd14,2020-03-12T14:52:13.65Z
185,klook,424338828771706,500.00,FJD,6ea96e5996c34e42664151f410e2eaad,2020-03-12T14:52:13.65Z
186,klook,763849076236645,500.00,FJD,680f3c7a722048137c3dc174b3c15f1c,2020-03-12T14:52:13.65Z
187,klook,996099441663415,500.00,FJD,2d931e16c0c54dec46f6ac829e6ab7f7,2020-03-12T14:52:13.65Z
188,klook,628574431743268,500.00,FJD,742a814492624efd572538066b882e64,2020-03-12T14:52:13.65Z
189,klook,369290120925390,500.00,FJD,476c127ca2ee47a35d8aa0b96c47e939,2020-03-12T14:52:13.65Z
190,klook,852314364787317,500.00,FJD,d0e686413b1b4cd974a7ec04317517c9,2020-03-12T14:52:13.65Z
191,klook,664319900147630,500.00,FJD,6a68f0184a454ec072a60640da00c85b,2020-03-12T14:52:13.65Z
192,klook,665197992907755,500.00,FJD,2655f81531b14c95617148cf7cdfa14b,2020-03-12T14:52:13.65Z
193,klook,127332491615088,500.00,FJD,a42450eb5a7f4f514d1b86f1da7bfbb0,2020-03-12T14:52:13.65Z
194,klook,212749995519955,500.00,FJD,94a55c4725484f6f6267b992464ac2ac,2020-03-12T14:52:13.65Z
195,klook,650929354480036,500.00,FJD,a5b92288f1714c1f78c21cfc69a1b57d,2020-03-12T14:52:13.65Z
196,klook,651130182787607,500.00,FJD,da3686b03f274b58519b5037e8f72c61,2020-03-12T14:52:13.65Z
197,klook,679640714211144,500.00,FJD,6167fbbf9cff476b7bc6478af4b32349,2020-03-12T14:52:13.65Z
198,klook,763763299643707,500.00,FJD,70fd9a6bd83f41a0524c48dd9b54f6d7,2020-03-12T14:52:13.65Z
199,klook,145973587167502,500.00,FJD,6246e0cc388e4829784ece54a1e1af94,2020-03-12T14:52:13.65Z
200,klook,328158518947524,500.00,FJD,e596891593d040705ff77e91b6fd591d,2020-03-12T14:52:13.65Z
201,klook,949248225570093,500.00,FJD,54fcdb8aaa8748365cce0aed6dbd7b7f,2020-03-12T14:52:13.65Z
202,klook,399183863460049,500.00,FJD,6418e552b38342ba70e658f90a39ecb6,2020-03-12T14:52:13.65Z
203,klook,258366298313112,500.00,FJD,cbdb7e0292794bae40df5e86628fe3d5,2020-03-12T14:52:13.65Z
204,klook,928814316567590,500.00,FJD,b63737654b3742fc712d445ebac77674,2020-03-12T14:52:13.65Z
205,klook,504917407899835,500.00,FJD,b0b90c25801941c36d2376404320e613,2020-03-12T14:52:13.65Z
206,klook,974770738429267,500.00,FJD,3034b04d9a8d45984488c1d0ec9afe9d,2020-03-12T14:52:13.65Z
207,klook,359528351102796,500.00,FJD,0bbc61967fe443d84b147d4f3beacfee,2020-03-12T14:52:13.65Z
208,klook,773562346455896,500.00,FJD,4846ceb18cc94da86b2c57a9c5a355f1,2020-03-12T14:52:13.65Z
209,klook,954522124864697,500.00,FJD,53545707eade4bfc710a57420247797b,2020-03-12T14:52:13.65Z
210,klook,515407275052327,500.00,FJD,b8b5efa4e81547055fb0e20c6b96600a,2020-03-12T14:52:13.65Z
211,klook,670908533287455,500.00,FJD,17e3c3aa38ef4d284ade407558850d4e,2020-03-12T14:52:13.65Z
212,klook,308063846462493,500.00,FJD,7c8281f9ebe34b257ff4a7cbe3d3427f,2020-03-12T14:52:13.65Z
213,klook,320623407391396,500.00,FJD,4978ae1eda8c41876f3009056750ed32,2020-03-12T14:52:13.65Z
214,klook,461009904268020,500.00,FJD,e8a6f91ed3c24c2346b0f4ec0159750f,2020-03-12T14:52:13.65Z
215,klook,699021514032794,500.00,FJD,7bc0246a9e05425062b5a1fc8ddb5c23,2020-03-12T14:52:13.65Z
216,klook,656016415730276,500.00,FJD,0a5389acae414b7b46ccae697aee7754,2020-03-12T14:52:13.65Z
217,klook,795340058861321,500.00,FJD,0ec9be684fe840b65d0aa264655b984b,2020-03-12T14:52:13.65Z
218,klook,592655707965225,500.00,FJD,bf68d2b85e6742436a61d14c688e509b,2020-03-12T14:52:13.65Z
219,klook,195137400644767,500.00,FJD,32f1cf76355b4f5c5b43b15b38e1bad7,2020-03-12T14:52:13.65Z
220,klook,324181682925859,500.00,FJD,af4327d9075741c051d6226a3f012db7,2020-03-12T14:52:13.65Z
221,klook,374585929514530,500.00,FJD,bc9a3ee51708450864f97ee14cbb8783,2020-03-12T14:52:13.65Z
222,klook,901417823976314,500.00,FJD,a09223581ab344117f936a5aebe2fc79,2020-03-12T14:52:13.65Z
223,klook,238564337319066,500.00,FJD,a5088f9692b44ea755108880da8c4a5f,2020-03-12T14:52:13.65Z
224,klook,489712938643004,500.00,FJD,70ce3bdb53934afa79ce18275ba2a7b2,2020-03-12T14:52:13.65Z
225,klook,580624771931657,500.00,FJD,e437cdd6bd9548b66f10c8b52daa7524,2020-03-12T14:52:13.65Z
226,klook,195102896882532,500.00,FJD,19b8e6db517548d778f63e31c09862ea,2020-03-12T14:52:13.65Z
227,klook,768719767471633,500.00,FJD,da1480d36663432769201cd7ece24f3e,2020-03-12T14:52:13.65Z
228,klook,887751020488808,500.00,FJD,a97dcaba065e4f4e5a2086e894fe4527,2020-03-12T14:52:13.65Z
229,klook,989003311581162,500.00,FJD,ce3e619d14fb45a15ca98413f10de065,2020-03-12T14:52:13.65Z
230,klook,250864523157352,500.00,FJD,83e7b9a17dfe45456052b5f39530c03c,2020-03-12T14:52:13.65Z
231,klook,707488736062368,500.00,FJD,e91eb724e7b447437d1a44292f2eff2f,2020-03-12T14:52:13.65Z
232,klook,457140950207578,500.00,FJD,a422992310db4ce672649ad409a8b9a6,2020-03-12T14:52:13.65Z
233,klook,663336991375281,500.00,FJD,cee82937b93848f8459fb5b8a08fb438,2020-03-12T14:52:13.65Z
234,klook,267044195889352,500.00,FJD,4e05f1c92725436a5301a6f3fb3edc4e,2020-03-12T14:52:13.65Z
235,klook,537273226979932,500.00,FJD,bd036241aa9f42ef5b980be8877d4380,2020-03-12T14:52:13.65Z
236,klook,298464959929630,500.00,FJD,5193f436a77443725ab952df556f9638,2020-03-12T14:52:13.65Z
237,klook,914281795348296,500.00,FJD,56507c7ae21647f47b0bf2fcc72ef7ac,2020-03-12T14:52:13.65Z
238,klook,766227347771523,500.00,FJD,24c048ed159544f658fb8c750c932532,2020-03-12T14:52:13.65Z
239,klook,690486829086117,500.00,FJD,0587b427700b4e5b45b516a2ed722744,2020-03-12T14:52:13.65Z
240,klook,194114484529075,500.00,FJD,e1ef9e8932bd48724206ff265469398f,2020-03-12T14:52:13.65Z
